address,exhibit_url,registration_number,country_name,state,foreign_principal,date,registration_date,url,registration
"2520 Massachusetts Avenue, NW",http://www.fara.gov/docs/3718-Exhibit-AB-20150508-7.pdf,3718,JAPAN,DC,Embassy of Japan,05/08/2015,08/07/1985,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:3718,Exhibit%20AB,JAPAN",Holland & Knight
299 Park Avenue,http://www.fara.gov/docs/6289-Exhibit-AB-20150416-1.pdf,6289,JAPAN,NY,Consulate General of Japan in New York,04/16/2015,04/16/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6289,Exhibit%20AB,JAPAN","Marathon Strategies, LLC"
Tokyo  ,http://www.fara.gov/docs/769-Exhibit-AB-19530501-CYCG2B03.pdf,4069,JAPAN,,Japan External Trade Organization (JETRO),12/01/1987,12/01/1987,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:4069,Exhibit%20AB,JAPAN","JETRO, Atlanta"
Tokyo  ,http://www.fara.gov/docs/769-Exhibit-AB-19530501-CYCG2B03.pdf,769,JAPAN,,Japan National Tourist Organization,05/26/1953,05/26/1953,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:769,Exhibit%20AB,JAPAN",Japan National Tourism Organization
"2520 Massachusetts Avenue, NW",http://www.fara.gov/docs/6097-Exhibit-AB-20120425-1.pdf,6097,JAPAN,DC,Embassy of Japan,04/25/2012,04/25/2012,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6097,Exhibit%20AB,JAPAN",Friedlander Group
Tokyo  ,http://www.fara.gov/docs/1833-Exhibit-AB-19641201-CZ2G4702.pdf,1833,JAPAN,,Japan External Trade Organization (JETRO),12/14/1964,12/14/1964,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:1833,Exhibit%20AB,JAPAN","JETRO, Los Angeles"
8  ,http://www.fara.gov/docs/1643-Exhibit-AB-19630601-CYWRF602.pdf,5591,JAPAN,,Fukuoka Prefectural Government,12/02/2003,12/02/2003,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5591,Exhibit%20AB,JAPAN",Fukuoka Center for Overseas Commerce in America
Tokyo Suisan Building  Toyomi-Cho  Chuo-Ku  Tokyo  104-0055  ,http://www.fara.gov/docs/1643-Exhibit-AB-19630601-CYWRF602.pdf,5398,JAPAN,,Institute of Cetacean Research,12/01/2000,12/01/2000,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5398,Exhibit%20AB,JAPAN",Butterfield Carter and Associates
Tokyo  ,http://www.fara.gov/docs/1643-Exhibit-AB-19630601-CYWRF602.pdf,1643,JAPAN,,Japan External Trade Organization,06/25/1963,06/25/1963,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:1643,Exhibit%20AB,JAPAN","JETRO, New York"
"2520 Massachusetts Avenue, NW",http://www.fara.gov/docs/6317-Exhibit-AB-20150918-1.pdf,6317,JAPAN,DC,Embassy of Japan,09/18/2015,09/18/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6317,Exhibit%20AB,JAPAN",Alignment Government Strategies
"2520 Massachusetts Avenue, NW",http://www.fara.gov/docs/6317-Exhibit-AB-20150918-1.pdf,5839,JAPAN,DC,Embassy of Japan,05/21/2014,11/12/2007,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5839,Exhibit%20AB,JAPAN","Sorini, Samet & Associates, LLC"
"2520 Massachusetts Avenue, NW",http://www.fara.gov/docs/6317-Exhibit-AB-20150918-1.pdf,6248,JAPAN,DC,"Embassy of Japan through Akin Gump Strauss Hauer & Feld, LLP",09/09/2014,09/09/2014,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6248,Exhibit%20AB,JAPAN","KP Public Affairs, LLC"
Tokyo  ,http://www.fara.gov/docs/5398-Exhibit-AB-20001201-H9FZJU03.pdf,2350,JAPAN,,Japan National Tourist Organization,07/03/1972,07/03/1972,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2350,Exhibit%20AB,JAPAN","Japan National Tourism Organization, Los Angeles "
"2520 Massachusetts Avenue, NW",http://www.fara.gov/docs/769-Exhibit-AB-19530501-CYCG2B03.pdf,6170,JAPAN,DC,Embassy of Japan,07/22/2016,05/14/2013,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6170,Exhibit%20AB,JAPAN","Mercury Public Affairs, LLC/dba Mercury/Clark & Weinstock"
"1333 New Hampshire Avenue, NW",http://www.fara.gov/docs/6212-Exhibit-AB-20160803-15.pdf,6212,JAPAN,DC,Embassy of Japan through Akin Gump Strauss Hauer & Feld LLP,08/03/2016,03/10/2014,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6212,Exhibit%20AB,JAPAN","Finn Partners, Inc."
"2520 Massachusetts Avenue, NW",http://www.fara.gov/docs/6194-Exhibit-AB-20131108-1.pdf,6194,JAPAN,DC,Embassy of Japan,11/08/2013,11/08/2013,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6194,Exhibit%20AB,JAPAN","Parvin, C. Landon"
"2520 Massachusetts Avenue, NW",http://www.fara.gov/docs/6194-Exhibit-AB-20131108-1.pdf,6294,JAPAN,DC,Embassy of Japan,05/16/2015,05/16/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6294,Exhibit%20AB,JAPAN","Greenfield & Kress, P.A."
"2520 Massachusetts Avenue, NW",http://www.fara.gov/docs/6194-Exhibit-AB-20131108-1.pdf,6280,JAPAN,DC,Embassy of Japan,04/16/2015,03/16/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6280,Exhibit%20AB,JAPAN","Daschle Group, LLC"
"1-2-2 Izumizaki Naha City, Okinawa 900-0021  ",http://www.fara.gov/docs/6332-Exhibit-AB-20151223-1.pdf,6332,JAPAN,,Okinawa Prefectural Government of Japan,12/23/2015,12/23/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6332,Exhibit%20AB,JAPAN","Okinawa Prefecture DC Office, Inc."
"Suita-shi,  Yamadaoka 1-1  565-0871  ",http://www.fara.gov/docs/6332-Exhibit-AB-20151223-1.pdf,5631,JAPAN,,Osaka University,07/12/2004,07/12/2004,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5631,Exhibit%20AB,JAPAN","Osaka University, San Francisco Office"
"2520 Massachusetts Avenue, NW",http://www.fara.gov/docs/6332-Exhibit-AB-20151223-1.pdf,3492,JAPAN,DC,Embassy of Japan,03/02/2011,06/24/1983,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:3492,Exhibit%20AB,JAPAN","Akin, Gump, Strauss, Hauer & Feld, LLP"
"2520 Massachusetts Avenue, NW",http://www.fara.gov/docs/6375-Exhibit-AB-20160919-1.pdf,5867,JAPAN,DC,"Government of Japan, Embassy",12/14/2016,06/03/2008,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5867,Exhibit%20AB,JAPAN",Fratelli Group
Shibakoen Ridge Building,http://www.fara.gov/docs/2244-Exhibit-AB-19710501-CZC5AO03.pdf,6293,JAPAN,,Government of Japan through Kreab Gavin Anderson K.K.,06/02/2015,05/12/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6293,Exhibit%20AB,JAPAN","Finsbury, LLC"
"2-2-1 Kasumigaseki Chiyoda-ku, Tokyo 100  ",http://www.fara.gov/docs/6375-Exhibit-AB-20160919-1.pdf,2244,JAPAN,,Government of Japan,04/19/2001,02/18/1971,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2244,Exhibit%20AB,JAPAN",Hogan Lovells US LLP
  ,http://www.fara.gov/docs/6375-Exhibit-AB-20160919-1.pdf,6397,JAPAN,,Korean Cultural Heritage Administration through the Overseas Korean Cultural Heritage Foundation,12/01/2016,12/01/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6397,Exhibit%20AB,KOREA%20REPUBLIC%20OF","Overseas Korean Cultural Heritage Foundation, USA"
Shinagawa Intercity Tower - A 28F  ,http://www.fara.gov/docs/6375-Exhibit-AB-20160919-1.pdf,6375,JAPAN,,Japanese Conservative Union (JCU),09/19/2016,09/19/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6375,Exhibit%20AB,JAPAN",MILLField Global Strategies
Akatsuka Bldg 3F,http://www.fara.gov/docs/6375-Exhibit-AB-20160919-1.pdf,3047,JAPAN,,Global Guardian Trust,09/30/2010,08/09/1979,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:3047,Exhibit%20AB,JAPAN","Garvey, Schubert & Barer"
Tokyo  ,http://www.fara.gov/docs/6375-Exhibit-AB-20160919-1.pdf,2277,JAPAN,,Japan External Trade Organization (JETRO),09/20/1971,09/20/1971,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2277,Exhibit%20AB,JAPAN","JETRO, Houston"
"3504 International Drive, NW",http://www.fara.gov/docs/6375-Exhibit-AB-20160919-1.pdf,2244,JORDAN,DC,Embassy of the Hashemite Kingdom of Jordan,10/20/2016,02/18/1971,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2244,Exhibit%20AB,JORDAN",Hogan Lovells US LLP
"2249 R Street, NW",http://www.fara.gov/docs/6303-Exhibit-AB-20150701-1.pdf,6303,KENYA,DC,Embassy of the Republic of Kenya,07/01/2015,07/01/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6303,Exhibit%20AB,KENYA","Mainda, Hodgen M."
Amman  ,http://www.fara.gov/docs/6303-Exhibit-AB-20150701-1.pdf,6367,JORDAN,,Royal Hashemite Court of Jordan,08/10/2016,08/10/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6367,Exhibit%20AB,JORDAN","West Wing Writers, LLC"
"2450 Massachusetts Avenue, NW",http://www.fara.gov/docs/5630-Exhibit-AB-20040708-I145S304.pdf,5982,KOREA REPUBLIC OF,DC,Embassy of the Republic of Korea,03/22/2010,03/22/2010,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5982,Exhibit%20AB,KOREA%20REPUBLIC%20OF","Thomas Capitol Partners, Inc."
"2450 Massachusetts Avenue, NW",http://www.fara.gov/docs/6089-Exhibit-AB-20120215-1.pdf,6089,KOREA REPUBLIC OF,DC,Embassy of the Republic of Korea,02/15/2012,02/15/2012,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6089,Exhibit%20AB,KOREA%20REPUBLIC%20OF","Nickles Group, LLC"
Tokyo  ,http://www.fara.gov/docs/1850-Exhibit-AB-19650201-CZ2HIT02.pdf,1850,JAPAN,,Japan External Trade Organization (JETRO),02/02/1965,02/02/1965,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:1850,Exhibit%20AB,JAPAN","JETRO, Chicago"
"24 Kukjaegeumyung-ro, Yeongdeungpo-gu, ",http://www.fara.gov/docs/6303-Exhibit-AB-20150701-1.pdf,6195,KOREA REPUBLIC OF,,Small & Medium Business Corporation,11/18/2013,11/18/2013,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6195,Exhibit%20AB,KOREA%20REPUBLIC%20OF",Small Business Corporation USA Office
  ,http://www.fara.gov/docs/6275-Exhibit-AB-20150204-1.pdf,3327,KOREA REPUBLIC OF,,Korea Institute for International Economic Policy (KIEP),02/28/1990,02/01/1982,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:3327,Exhibit%20AB,KOREA%20REPUBLIC%20OF",Korea Economic Institute
"2450 Massachusetts Avenue, NW",http://www.fara.gov/docs/6067-Exhibit-AB-20111007-2.pdf,3492,KOREA REPUBLIC OF,DC,Embassy of the Republic of Korea,05/25/2010,06/24/1983,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:3492,Exhibit%20AB,KOREA%20REPUBLIC%20OF","Akin, Gump, Strauss, Hauer & Feld, LLP"
"2450 Massachusetts Avenue, NW",http://www.fara.gov/docs/6067-Exhibit-AB-20111007-2.pdf,6275,KOREA REPUBLIC OF,DC,Embassy of the Republic of Korea,02/04/2015,02/04/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6275,Exhibit%20AB,KOREA%20REPUBLIC%20OF","Harbinger Strategies, LLC"
P.O. Box 5264  Amman 11183  ,http://www.fara.gov/docs/5630-Exhibit-AB-20040708-I145S304.pdf,5630,JORDAN,,Royal Hashemite Court of Jordan,07/08/2004,07/08/2004,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5630,Exhibit%20AB,JORDAN","Ravdin, Vivien"
"305-600, Daedoekdae-ro 1045,",http://www.fara.gov/docs/6275-Registration-Statement-20150204-1.pdf,6067,KOREA REPUBLIC OF,,Korea Atomic Energy Research Institute,10/07/2011,10/07/2011,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6067,Exhibit%20AB,KOREA%20REPUBLIC%20OF","Lowe-Lee, Florence"
"2450 Massachusetts Avenue, NW",http://www.fara.gov/docs/6401-Exhibit-AB-20170120-1.pdf,6401,KOREA REPUBLIC OF,DC,Embassy of the Republic of Korea,01/20/2017,01/20/2017,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6401,Exhibit%20AB,KOREA%20REPUBLIC%20OF",Cornerstone Government Affairs
  ,http://www.fara.gov/docs/5430-Exhibit-AB-20150417-52.pdf,1619,KOREA REPUBLIC OF,,Korea Trade-Investment Promotion Agency,04/17/1963,04/17/1963,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:1619,Exhibit%20AB,KOREA%20REPUBLIC%20OF",Korea Business Center
"2450 Massachusetts Avenue, NW",http://www.fara.gov/docs/5430-Exhibit-AB-20150417-52.pdf,3718,KOREA REPUBLIC OF,DC,Embassy of the Republic of Korea,08/23/2016,08/07/1985,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:3718,Exhibit%20AB,KOREA%20REPUBLIC%20OF",Holland & Knight
"18 Yoido-dong, Youngdeungpo-ku",http://www.fara.gov/docs/5684-Exhibit-AB-20050517-2.pdf,5684,KOREA REPUBLIC OF,,"Korean Broadcasting System through e-KBS Co., Ltd.",05/17/2005,05/17/2005,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5684,Exhibit%20AB,KOREA%20REPUBLIC%20OF","KBS America, Inc."
"2450 Massachusetts Avenue, NW",,5198,KOREA REPUBLIC OF,DC,"Government of the Republic of Korea, Embassy",11/10/2011,07/31/1997,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5198,Exhibit%20AB,KOREA%20REPUBLIC%20OF","Pillsbury Winthrop Shaw Pittman, LLP"
Seoul  ,http://www.fara.gov/docs/2686-Exhibit-AB-19760401-D03L9F03.pdf,2686,KOREA REPUBLIC OF,,Korea International Trade Association,04/23/1976,04/23/1976,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2686,Exhibit%20AB,KOREA%20REPUBLIC%20OF","Korea International Trade Association, Inc."
Seoul  ,http://www.fara.gov/docs/2544-Exhibit-AB-19741001-CZOSB003.pdf,2544,KOREA REPUBLIC OF,,Korea National Tourism Corporation,10/25/1974,10/25/1974,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2544,Exhibit%20AB,KOREA%20REPUBLIC%20OF","Korea National Tourism Organization, Los Angeles"
"2450 Massachusetts Avenue, NW",http://www.fara.gov/docs/6212-Exhibit-AB-20140310-2.pdf,6320,KOREA REPUBLIC OF,DC,Embassy of the Republic of Korea,09/29/2015,09/29/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6320,Exhibit%20AB,KOREA%20REPUBLIC%20OF","Rokk Solutions, LLC"
"2450 Massachusetts Avenue, NW",http://www.fara.gov/docs/6212-Exhibit-AB-20140310-2.pdf,6212,KOREA REPUBLIC OF,DC,Embassy of the Republic of Korea,03/10/2014,03/10/2014,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6212,Exhibit%20AB,KOREA%20REPUBLIC%20OF","Finn Partners, Inc."
"2450 Massachusetts Avenue, NW",http://www.fara.gov/docs/5430-Exhibit-AB-20150417-52.pdf,5430,KOREA REPUBLIC OF,DC,Embassy of the Republic of Korea,04/17/2015,05/10/2001,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5430,Exhibit%20AB,KOREA%20REPUBLIC%20OF","BGR Government Affairs, LLC"
Seoul  ,http://www.fara.gov/docs/2614-Exhibit-AB-19751001-D01T8H03.pdf,2614,KOREA REPUBLIC OF,,Korea National Tourism Corporation,10/01/1975,10/04/1975,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2614,Exhibit%20AB,KOREA%20REPUBLIC%20OF","Korea National Tourism Organization, New Jersey"
"2320 Massachusetts Avenue, NW",http://www.fara.gov/docs/6276-Exhibit-AB-20150208-1.pdf,6378,KOREA REPUBLIC OF,DC,Embassy of the Republic of Korea to the United States,09/22/2016,09/22/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6378,Exhibit%20AB,KOREA%20REPUBLIC%20OF","Prime Strategies, LLC"
"2450 Massachusetts Avenue, NW",http://www.fara.gov/docs/6276-Exhibit-AB-20150208-1.pdf,6276,KOREA REPUBLIC OF,DC,Embassy of the Republic of Korea,02/08/2015,02/08/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6276,Exhibit%20AB,KOREA%20REPUBLIC%20OF","TwinLogic Strategies, LLP"
600 Anton Boulevard ,http://www.fara.gov/docs/2614-Exhibit-AB-19751001-D01T8H03.pdf,6075,KOREA REPUBLIC OF,CA,Libya Al Hurra Foundation,11/04/2011,11/04/2011,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6075,Exhibit%20AB,LIBYA",Franklin Partnership
Dasman Commercial Complex,http://www.fara.gov/docs/5926-Exhibit-AB-20120313-14.pdf,6114,KUWAIT,,International Counsel Bureau,07/16/2012,07/16/2012,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6114,Exhibit%20AB,KUWAIT","Courtney, Garrison K."
Office of the Prime Minister,http://www.fara.gov/docs/6276-Exhibit-AB-20150208-1.pdf,2165,KOSOVA,,Government of Kosova,08/31/2011,10/09/1969,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2165,Exhibit%20AB,KOSOVA","Squire Patton Boggs, LLP"
"2175 K Street, NW",http://www.fara.gov/docs/5926-Exhibit-AB-20120313-14.pdf,5926,KOSOVA,DC,"Republic of Kosovo, Embassy",03/11/2016,04/01/2009,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5926,Exhibit%20AB,KOSOVA","Podesta Group, Inc."
15th and Payne Avenue,http://www.fara.gov/docs/6372-Exhibit-AB-20160826-1.pdf,6372,LIBERIA,,"Alexander B. Cummings, Political Leader of the Alternative National Congress, Liberia",08/26/2016,08/26/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6372,Exhibit%20AB,LIBERIA","Cooke Robotham, LLC"
Monrovia  ,http://www.fara.gov/docs/6372-Exhibit-AB-20160826-1.pdf,5490,LIBERIA,,Government of the Republic of Liberia,04/02/2002,04/02/2002,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5490,Exhibit%20AB,LIBERIA","LISCR, LLC"
"15th Street & Payne Avenue, Sinkor, Monrovia  ",http://www.fara.gov/docs/6074-Exhibit-AB-20111101-1.pdf,6381,LIBERIA,,"Alexander Cummings, Liberian Presidential Candidate",09/30/2016,09/30/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6381,Exhibit%20AB,LIBERIA","MWW Group, LLC"
Beirut  ,http://www.fara.gov/docs/6074-Exhibit-AB-20111101-1.pdf,6074,LEBANON,,Saad Hariri through Millennium Group Services,11/01/2011,11/01/2011,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6074,Exhibit%20AB,LEBANON",Bridges International Group
The Executive Mansion,http://www.fara.gov/docs/5788-Exhibit-AB-20070126-1.pdf,5788,LIBERIA,,Edward McClain Minister of State for Presidential Affairs Office of the President of Liberia,01/26/2007,01/26/2007,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5788,Exhibit%20AB,LIBERIA","KRL International, LLC"
460 Park Avenue,http://www.fara.gov/docs/2614-Exhibit-AB-19751001-D01T8H03.pdf,6331,KOREA REPUBLIC OF,NY,"Korea International Trade Association, Inc.",01/23/2017,12/18/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6331,Exhibit%20AB,KOREA%20REPUBLIC%20OF","K&L Gates, LLP"
"Namtao, Saysomboun, Special Zone  ",http://www.fara.gov/docs/6130-Exhibit-AB-20120905-1.pdf,6130,LAOS,,Khamkeo Sanasery,09/05/2012,09/05/2012,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6130,Exhibit%20AB,LAOS","United Lao Council for Peace, Freedom and Reconstruction (ULCPFR)"
 New York  ,,4901,LUXEMBOURG,NY,Luxembourg Trade and Investment Office,03/10/1994,03/10/1994,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:4901,Exhibit%20AB,LUXEMBOURG","Luxcore, Ltd."
ul. Makedonika 17a 1000 Skopje  ,http://www.fara.gov/docs/5350-Exhibit-AB-19991210-G3EOZV01.pdf,6280,MACEDONIA,,VMRO DPMNE Political Party,01/07/2016,03/16/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6280,Exhibit%20AB,MACEDONIA","Daschle Group, LLC"
"Anyurt-Libya Co. Airport Road, Tripoli  ",,6202,LIBYA,,Anyurt-Libya Co. thru Dickens & Madson Canada in Support of Unified Libya Movement,11/10/2014,12/20/2013,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6202,Exhibit%20AB,LIBYA","Adams Jones Law Firm, P.A."
Ben Ashour Street,,5712,LIBYA,,Libya Institute of Advanced Studies (LIAS) through Sanitas International,04/16/2015,10/03/2005,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5712,Exhibit%20AB,LIBYA","Greenberg Traurig, LLP"
